Class,precision,recall,f1-score,support,accuracy,category_name
0,0.7419354838709677,0.8214285714285714,0.7796610169491526,28.0,0.8214285714285714,Mapping
1,0.8461538461538461,0.5,0.6285714285714286,22.0,0.5,eCommerce
2,0.65,0.5909090909090909,0.6190476190476191,22.0,0.5909090909090909,Messaging
3,0.625,0.45454545454545453,0.5263157894736842,22.0,0.45454545454545453,Tools
4,0.5675675675675675,0.9545454545454546,0.711864406779661,22.0,0.9545454545454546,Payments
5,0.6578947368421053,1.0,0.7936507936507937,25.0,1.0,Enterprise
6,0.6060606060606061,0.8,0.689655172413793,25.0,0.8,Government
7,0.9090909090909091,0.4,0.5555555555555556,25.0,0.4,Financial
8,0.75,0.24,0.36363636363636365,25.0,0.24,Social
9,0.8181818181818182,0.36,0.5,25.0,0.36,Science
10,0.7096774193548387,0.7857142857142857,0.7457627118644068,28.0,0.7857142857142857,Telephony
11,0.2631578947368421,0.16666666666666666,0.2040816326530612,30.0,0.16666666666666666,Transportation
12,0.6333333333333333,0.8636363636363636,0.7307692307692307,22.0,0.8636363636363636,Sports
13,0.631578947368421,0.4,0.4897959183673469,30.0,0.4,Security
14,0.8095238095238095,0.68,0.7391304347826089,25.0,0.68,Email
15,0.48148148148148145,0.43333333333333335,0.456140350877193,30.0,0.43333333333333335,Search
16,0.6086956521739131,0.6363636363636364,0.6222222222222223,22.0,0.6363636363636364,Travel
17,0.4222222222222222,0.6333333333333333,0.5066666666666666,30.0,0.6333333333333333,Reference
18,0.7142857142857143,0.9090909090909091,0.8,22.0,0.9090909090909091,Advertising
19,0.6086956521739131,0.9333333333333333,0.7368421052631579,30.0,0.9333333333333333,Video
20,0.7333333333333333,0.88,0.8,25.0,0.88,Data
21,0.6666666666666666,0.08,0.14285714285714285,25.0,0.08,Bitcoin
22,0.6,0.7,0.6461538461538462,30.0,0.7,Games
23,0.6,0.96,0.7384615384615384,25.0,0.96,Project Management
24,0.5365853658536586,0.88,0.6666666666666667,25.0,0.88,Education
25,0.0,0.0,0.0,28.0,0.0,Database
26,0.5,0.5666666666666667,0.53125,30.0,0.5666666666666667,Cloud
27,0.34375,0.39285714285714285,0.3666666666666667,28.0,0.39285714285714285,Music
28,0.75,0.42857142857142855,0.5454545454545454,28.0,0.42857142857142855,Photos
29,0.6785714285714286,0.8636363636363636,0.76,22.0,0.8636363636363636,Other
30,0.4166666666666667,0.3333333333333333,0.3703703703703704,30.0,0.3333333333333333,Stocks
31,0.8518518518518519,0.8214285714285714,0.8363636363636364,28.0,0.8214285714285714,Application Development
32,0.9090909090909091,0.9090909090909091,0.9090909090909091,22.0,0.9090909090909091,Internet of Things
33,0.6363636363636364,0.4666666666666667,0.5384615384615385,30.0,0.4666666666666667,Banking
34,0.14814814814814814,0.26666666666666666,0.19047619047619047,30.0,0.26666666666666666,Backend
35,0.6818181818181818,0.5357142857142857,0.6,28.0,0.5357142857142857,Medical
36,0.625,0.7142857142857143,0.6666666666666666,28.0,0.7142857142857143,Shipping
37,0.96,0.8571428571428571,0.9056603773584904,28.0,0.8571428571428571,Weather
38,0.7777777777777778,0.9545454545454546,0.8571428571428572,22.0,0.9545454545454546,Events
39,0.5806451612903226,0.6,0.5901639344262295,30.0,0.6,Analytics
accuracy,0.6083650190114068,0.6083650190114068,0.6083650190114068,0.6083650190114068,,accuracy
macro avg,0.6262701555463723,0.6193376623376624,0.596531907654031,1052.0,,macro avg
weighted avg,0.6166118105726754,0.6083650190114068,0.5871459637806908,1052.0,,weighted avg
