Class,precision,recall,f1-score,support,accuracy,category_name
0,0.8076923076923077,0.7777777777777778,0.7924528301886792,27.0,0.7777777777777778,Mapping
1,0.7083333333333334,0.7727272727272727,0.7391304347826088,22.0,0.7727272727272727,eCommerce
2,0.5789473684210527,0.5,0.5365853658536586,22.0,0.5,Messaging
3,0.6538461538461539,0.8095238095238095,0.7234042553191489,21.0,0.8095238095238095,Tools
4,0.9130434782608695,0.9545454545454546,0.9333333333333332,22.0,0.9545454545454546,Payments
5,0.8888888888888888,0.96,0.923076923076923,25.0,0.96,Enterprise
6,0.95,0.95,0.9500000000000001,20.0,0.95,Government
7,0.8076923076923077,0.84,0.8235294117647058,25.0,0.84,Financial
8,0.7142857142857143,0.6,0.6521739130434783,25.0,0.6,Social
9,0.7407407407407407,0.8,0.7692307692307692,25.0,0.8,Science
10,0.95,0.95,0.9500000000000001,20.0,0.95,Telephony
11,0.7916666666666666,0.76,0.7755102040816326,25.0,0.76,Video
12,0.7666666666666667,0.8214285714285714,0.793103448275862,28.0,0.8214285714285714,Advertising
13,0.625,0.5,0.5555555555555556,30.0,0.5,Search
14,0.8181818181818182,0.9,0.8571428571428572,20.0,0.9,Travel
15,0.9473684210526315,0.8181818181818182,0.8780487804878049,22.0,0.8181818181818182,Transportation
16,0.8181818181818182,0.9,0.8571428571428572,20.0,0.9,Email
17,0.7931034482758621,0.7666666666666667,0.7796610169491527,30.0,0.7666666666666667,Reference
18,0.9583333333333334,0.92,0.9387755102040817,25.0,0.92,Sports
19,0.6857142857142857,0.8,0.7384615384615385,30.0,0.8,Photos
20,0.75,0.9,0.8181818181818182,20.0,0.9,Cloud
21,0.7391304347826086,0.7727272727272727,0.7555555555555555,22.0,0.7727272727272727,Music
22,0.7666666666666667,0.7666666666666667,0.7666666666666667,30.0,0.7666666666666667,Education
23,0.8823529411764706,0.75,0.8108108108108107,20.0,0.75,Project Management
24,0.8333333333333334,0.9090909090909091,0.8695652173913043,22.0,0.9090909090909091,Games
25,0.84375,0.9,0.870967741935484,30.0,0.9,Database
26,0.9545454545454546,0.84,0.8936170212765958,25.0,0.84,Data
27,0.9523809523809523,1.0,0.975609756097561,20.0,1.0,Bitcoin
28,0.6086956521739131,0.7,0.6511627906976744,20.0,0.7,Events
29,0.9565217391304348,1.0,0.9777777777777777,22.0,1.0,Analytics
30,0.9310344827586207,0.9,0.9152542372881356,30.0,0.9,Stocks
31,0.8846153846153846,0.92,0.9019607843137256,25.0,0.92,Banking
32,0.8275862068965517,0.96,0.888888888888889,25.0,0.96,Internet of Things
33,1.0,0.95,0.9743589743589743,20.0,0.95,Medical
34,0.4090909090909091,0.32142857142857145,0.36000000000000004,28.0,0.32142857142857145,Application Development
35,0.7714285714285715,0.9,0.8307692307692307,30.0,0.9,Shipping
36,0.7407407407407407,0.7142857142857143,0.7272727272727273,28.0,0.7142857142857143,Other
37,0.8947368421052632,0.8095238095238095,0.8500000000000001,21.0,0.8095238095238095,Security
38,1.0,1.0,1.0,22.0,1.0,Backend
39,1.0,1.0,1.0,30.0,1.0,Storage
40,0.9,0.9642857142857143,0.9310344827586207,28.0,0.9642857142857143,Office
41,1.0,0.9545454545454546,0.9767441860465117,22.0,0.9545454545454546,Media
42,0.7894736842105263,0.75,0.7692307692307692,20.0,0.75,File Sharing
43,0.8,0.8,0.8000000000000002,30.0,0.8,Images
44,0.6363636363636364,0.4666666666666667,0.5384615384615385,30.0,0.4666666666666667,Real Estate
45,0.9583333333333334,0.8214285714285714,0.8846153846153847,28.0,0.8214285714285714,Entertainment
46,0.8064516129032258,0.8928571428571429,0.8474576271186439,28.0,0.8928571428571429,Chat
47,0.9230769230769231,0.8571428571428571,0.888888888888889,28.0,0.8571428571428571,News Services
48,1.0,1.0,1.0,20.0,1.0,Domains
49,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0,0.8333333333333334,Weather
accuracy,0.8231017770597738,0.8231017770597738,0.8231017770597738,0.8231017770597738,,accuracy
macro avg,0.8262265917256262,0.8290966810966812,0.8254901042926254,1238.0,,macro avg
weighted avg,0.8219087046141208,0.8231017770597738,0.8202974683818851,1238.0,,weighted avg
