Class,precision,recall,f1-score,support,accuracy,category_name
0,0.9166666666666666,0.8148148148148148,0.8627450980392156,27.0,0.8148148148148148,Mapping
1,0.6538461538461539,0.7727272727272727,0.7083333333333333,22.0,0.7727272727272727,Enterprise
2,0.9090909090909091,0.45454545454545453,0.6060606060606061,22.0,0.45454545454545453,eCommerce
3,0.6923076923076923,0.8571428571428571,0.7659574468085107,21.0,0.8571428571428571,Financial
4,0.9166666666666666,1.0,0.9565217391304348,22.0,1.0,Government
5,0.8518518518518519,0.92,0.8846153846153846,25.0,0.92,Social
6,1.0,0.95,0.9743589743589743,20.0,0.95,Payments
7,0.8214285714285714,0.92,0.8679245283018867,25.0,0.92,Tools
8,0.6,0.6,0.6,25.0,0.6,Messaging
9,0.8421052631578947,0.64,0.7272727272727272,25.0,0.64,Science
10,0.9473684210526315,0.9,0.9230769230769231,20.0,0.9,Telephony
11,0.8260869565217391,0.76,0.7916666666666667,25.0,0.76,Video
12,0.8064516129032258,0.8928571428571429,0.8474576271186439,28.0,0.8928571428571429,Search
13,0.6071428571428571,0.5666666666666667,0.5862068965517241,30.0,0.5666666666666667,Advertising
14,0.85,0.85,0.85,20.0,0.85,Reference
15,0.9,0.8181818181818182,0.8571428571428572,22.0,0.8181818181818182,Travel
16,0.75,0.9,0.8181818181818182,20.0,0.9,Transportation
17,0.78125,0.8333333333333334,0.8064516129032259,30.0,0.8333333333333334,Email
18,0.9565217391304348,0.88,0.9166666666666666,25.0,0.88,Sports
19,0.6666666666666666,0.8666666666666667,0.7536231884057971,30.0,0.8666666666666667,Project Management
20,0.7619047619047619,0.8,0.7804878048780488,20.0,0.8,Data
21,0.7272727272727273,0.7272727272727273,0.7272727272727273,22.0,0.7272727272727273,Games
22,0.7931034482758621,0.7666666666666667,0.7796610169491527,30.0,0.7666666666666667,Bitcoin
23,0.8181818181818182,0.9,0.8571428571428572,20.0,0.9,Education
24,0.75,0.9545454545454546,0.84,22.0,0.9545454545454546,Cloud
25,0.8125,0.8666666666666667,0.8387096774193549,30.0,0.8666666666666667,Music
26,0.9166666666666666,0.88,0.8979591836734694,25.0,0.88,Photos
27,1.0,1.0,1.0,20.0,1.0,Database
28,0.6666666666666666,0.6,0.631578947368421,20.0,0.6,Internet of Things
29,0.9565217391304348,1.0,0.9777777777777777,22.0,1.0,Shipping
30,0.84375,0.9,0.870967741935484,30.0,0.9,Application Development
31,0.7916666666666666,0.76,0.7755102040816326,25.0,0.76,Events
32,0.8148148148148148,0.88,0.8461538461538461,25.0,0.88,Banking
33,1.0,0.9,0.9473684210526316,20.0,0.9,Stocks
34,0.3181818181818182,0.25,0.28,28.0,0.25,Medical
35,0.8125,0.8666666666666667,0.8387096774193549,30.0,0.8666666666666667,Analytics
36,0.7692307692307693,0.7142857142857143,0.7407407407407408,28.0,0.7142857142857143,Other
37,0.8695652173913043,0.9523809523809523,0.909090909090909,21.0,0.9523809523809523,Security
38,0.9565217391304348,1.0,0.9777777777777777,22.0,1.0,Backend
39,1.0,1.0,1.0,30.0,1.0,News Services
40,0.9032258064516129,1.0,0.9491525423728813,28.0,1.0,Domains
41,1.0,0.9090909090909091,0.9523809523809523,22.0,0.9090909090909091,File Sharing
42,0.8,0.8,0.8000000000000002,20.0,0.8,Images
43,0.9230769230769231,0.8,0.8571428571428571,30.0,0.8,Real Estate
44,0.45454545454545453,0.5,0.47619047619047616,30.0,0.5,Entertainment
45,0.8518518518518519,0.8214285714285714,0.8363636363636364,28.0,0.8214285714285714,Chat
46,0.8928571428571429,0.8928571428571429,0.8928571428571429,28.0,0.8928571428571429,Media
47,0.8076923076923077,0.75,0.7777777777777779,28.0,0.75,Storage
48,1.0,1.0,1.0,20.0,1.0,Office
49,0.9130434782608695,0.7,0.7924528301886793,30.0,0.7,Weather
accuracy,0.815831987075929,0.815831987075929,0.815831987075929,0.815831987075929,,accuracy
macro avg,0.8244158769336972,0.82177594997595,0.8191098324128798,1238.0,,macro avg
weighted avg,0.8189916702621706,0.815831987075929,0.8135423534110466,1238.0,,weighted avg
