Class,precision,recall,f1-score,support,accuracy,category_name
0,0.8947368421052632,0.6071428571428571,0.7234042553191489,28.0,0.6071428571428571,Mapping
1,0.7272727272727273,0.7272727272727273,0.7272727272727273,22.0,0.7272727272727273,eCommerce
2,0.7647058823529411,0.5909090909090909,0.6666666666666667,22.0,0.5909090909090909,Messaging
3,0.6363636363636364,0.6363636363636364,0.6363636363636364,22.0,0.6363636363636364,Tools
4,0.8571428571428571,0.8181818181818182,0.8372093023255814,22.0,0.8181818181818182,Payments
5,0.8846153846153846,0.92,0.9019607843137256,25.0,0.92,Enterprise
6,0.8636363636363636,0.95,0.9047619047619048,20.0,0.95,Government
7,0.7,0.84,0.7636363636363636,25.0,0.84,Financial
8,0.6363636363636364,0.56,0.5957446808510639,25.0,0.56,Social
9,0.6521739130434783,0.6,0.6250000000000001,25.0,0.6,Science
10,0.9047619047619048,0.95,0.9268292682926829,20.0,0.95,Telephony
11,0.7916666666666666,0.76,0.7755102040816326,25.0,0.76,Transportation
12,0.8064516129032258,0.8928571428571429,0.8474576271186439,28.0,0.8928571428571429,Sports
13,0.3783783783783784,0.4666666666666667,0.417910447761194,30.0,0.4666666666666667,Security
14,0.8823529411764706,0.75,0.8108108108108107,20.0,0.75,Email
15,0.9047619047619048,0.8636363636363636,0.8837209302325582,22.0,0.8636363636363636,Search
16,0.8947368421052632,0.85,0.8717948717948718,20.0,0.85,Travel
17,0.75,0.5,0.6,30.0,0.5,Reference
18,0.8636363636363636,0.76,0.8085106382978724,25.0,0.76,Advertising
19,0.6341463414634146,0.8666666666666667,0.7323943661971831,30.0,0.8666666666666667,Video
20,0.8235294117647058,0.7,0.7567567567567567,20.0,0.7,Data
21,0.7142857142857143,0.9090909090909091,0.8,22.0,0.9090909090909091,Bitcoin
22,0.6666666666666666,0.8,0.7272727272727272,30.0,0.8,Games
23,0.875,0.7,0.7777777777777777,20.0,0.7,Project Management
24,0.8823529411764706,0.6818181818181818,0.7692307692307693,22.0,0.6818181818181818,Education
25,0.7857142857142857,0.7333333333333333,0.7586206896551724,30.0,0.7333333333333333,Database
26,0.8571428571428571,0.96,0.9056603773584904,25.0,0.96,Cloud
27,0.8888888888888888,0.8,0.8421052631578948,20.0,0.8,Music
28,0.8095238095238095,0.85,0.8292682926829269,20.0,0.85,Photos
29,0.5294117647058824,0.36,0.42857142857142855,25.0,0.36,Other
30,0.6511627906976745,0.9333333333333333,0.767123287671233,30.0,0.9333333333333333,Stocks
31,0.6785714285714286,0.76,0.7169811320754718,25.0,0.76,Application Development
32,0.8695652173913043,0.8,0.8333333333333333,25.0,0.8,Internet of Things
33,0.8823529411764706,0.75,0.8108108108108107,20.0,0.75,Banking
34,0.42857142857142855,0.32142857142857145,0.3673469387755102,28.0,0.32142857142857145,Backend
35,0.7352941176470589,0.8333333333333334,0.78125,30.0,0.8333333333333334,Medical
36,0.4782608695652174,0.39285714285714285,0.4313725490196078,28.0,0.39285714285714285,Shipping
37,0.5909090909090909,0.4642857142857143,0.52,28.0,0.4642857142857143,Weather
38,0.95,0.8636363636363636,0.9047619047619048,22.0,0.8636363636363636,Events
39,0.5476190476190477,0.7666666666666667,0.6388888888888888,30.0,0.7666666666666667,Analytics
40,0.9583333333333334,0.8214285714285714,0.8846153846153847,28.0,0.8214285714285714,Storage
41,0.9130434782608695,0.9545454545454546,0.9333333333333332,22.0,0.9545454545454546,Media
42,0.8947368421052632,0.85,0.8717948717948718,20.0,0.85,Office
43,0.696969696969697,0.7666666666666667,0.7301587301587302,30.0,0.7666666666666667,Chat
44,0.3448275862068966,0.3333333333333333,0.33898305084745767,30.0,0.3333333333333333,News Services
45,0.84,0.75,0.7924528301886793,28.0,0.75,Entertainment
46,0.92,0.8214285714285714,0.8679245283018867,28.0,0.8214285714285714,Real Estate
47,0.7419354838709677,0.8214285714285714,0.7796610169491526,28.0,0.8214285714285714,Images
48,0.88,1.0,0.9361702127659575,22.0,1.0,File Sharing
49,0.5,0.7,0.5833333333333334,30.0,0.7,Domains
accuracy,0.7340255591054313,0.7340255591054313,0.7340255591054313,0.7340255591054313,,accuracy
macro avg,0.7552514778302982,0.7421662337662337,0.7428503941237552,1252.0,,macro avg
weighted avg,0.7421792737044064,0.7340255591054313,0.7318591326377171,1252.0,,weighted avg
