Class,precision,recall,f1-score,support,accuracy,category_name
0,0.85,0.6071428571428571,0.7083333333333333,28.0,0.6071428571428571,Mapping
1,0.55,0.5,0.5238095238095238,22.0,0.5,eCommerce
2,0.8,0.5454545454545454,0.6486486486486486,22.0,0.5454545454545454,Messaging
3,0.7857142857142857,0.5,0.6111111111111112,22.0,0.5,Tools
4,0.8695652173913043,0.9090909090909091,0.888888888888889,22.0,0.9090909090909091,Payments
5,0.8888888888888888,0.96,0.923076923076923,25.0,0.96,Enterprise
6,0.782608695652174,0.9,0.8372093023255814,20.0,0.9,Government
7,0.5588235294117647,0.76,0.6440677966101696,25.0,0.76,Financial
8,0.5384615384615384,0.56,0.5490196078431373,25.0,0.56,Social
9,0.7272727272727273,0.64,0.6808510638297872,25.0,0.64,Science
10,0.8636363636363636,0.95,0.9047619047619048,20.0,0.95,Telephony
11,0.6923076923076923,0.72,0.7058823529411765,25.0,0.72,Transportation
12,0.78125,0.8928571428571429,0.8333333333333334,28.0,0.8928571428571429,Sports
13,0.3333333333333333,0.36666666666666664,0.3492063492063492,30.0,0.36666666666666664,Security
14,0.9375,0.75,0.8333333333333334,20.0,0.75,Email
15,0.8947368421052632,0.7727272727272727,0.8292682926829269,22.0,0.7727272727272727,Search
16,0.9375,0.75,0.8333333333333334,20.0,0.75,Travel
17,0.5714285714285714,0.4,0.47058823529411764,30.0,0.4,Reference
18,0.8,0.8,0.8000000000000002,25.0,0.8,Advertising
19,0.6333333333333333,0.6333333333333333,0.6333333333333333,30.0,0.6333333333333333,Video
20,0.8333333333333334,0.75,0.7894736842105262,20.0,0.75,Data
21,0.782608695652174,0.8181818181818182,0.8,22.0,0.8181818181818182,Bitcoin
22,0.6285714285714286,0.7333333333333333,0.6769230769230768,30.0,0.7333333333333333,Games
23,0.7333333333333333,0.55,0.6285714285714286,20.0,0.55,Project Management
24,0.7727272727272727,0.7727272727272727,0.7727272727272727,22.0,0.7727272727272727,Education
25,0.7586206896551724,0.7333333333333333,0.7457627118644068,30.0,0.7333333333333333,Database
26,0.7241379310344828,0.84,0.7777777777777777,25.0,0.84,Cloud
27,0.9333333333333333,0.7,0.8,20.0,0.7,Music
28,0.7619047619047619,0.8,0.7804878048780488,20.0,0.8,Photos
29,0.4117647058823529,0.28,0.3333333333333333,25.0,0.28,Other
30,0.6666666666666666,0.8,0.7272727272727272,30.0,0.8,Stocks
31,0.6,0.72,0.6545454545454547,25.0,0.72,Application Development
32,0.7916666666666666,0.76,0.7755102040816326,25.0,0.76,Internet of Things
33,0.8235294117647058,0.7,0.7567567567567567,20.0,0.7,Banking
34,0.38461538461538464,0.35714285714285715,0.3703703703703704,28.0,0.35714285714285715,Backend
35,0.6756756756756757,0.8333333333333334,0.746268656716418,30.0,0.8333333333333334,Medical
36,0.4782608695652174,0.39285714285714285,0.4313725490196078,28.0,0.39285714285714285,Shipping
37,0.64,0.5714285714285714,0.6037735849056605,28.0,0.5714285714285714,Weather
38,0.875,0.9545454545454546,0.9130434782608695,22.0,0.9545454545454546,Events
39,0.5,0.7,0.5833333333333334,30.0,0.7,Analytics
40,0.8888888888888888,0.8571428571428571,0.8727272727272727,28.0,0.8571428571428571,Storage
41,0.9166666666666666,1.0,0.9565217391304348,22.0,1.0,Media
42,0.6956521739130435,0.8,0.7441860465116279,20.0,0.8,Office
43,0.6774193548387096,0.7,0.6885245901639343,30.0,0.7,Chat
44,0.2571428571428571,0.3,0.2769230769230769,30.0,0.3,News Services
45,0.68,0.6071428571428571,0.6415094339622641,28.0,0.6071428571428571,Entertainment
46,0.8,0.8571428571428571,0.8275862068965518,28.0,0.8571428571428571,Real Estate
47,0.7142857142857143,0.8928571428571429,0.7936507936507937,28.0,0.8928571428571429,Images
48,0.9090909090909091,0.9090909090909091,0.9090909090909091,22.0,0.9090909090909091,File Sharing
49,0.6071428571428571,0.5666666666666667,0.5862068965517241,30.0,0.5666666666666667,Domains
accuracy,0.694888178913738,0.694888178913738,0.694888178913738,0.694888178913738,,accuracy
macro avg,0.7143680120257768,0.7034839826839827,0.7034457567770841,1252.0,,macro avg
weighted avg,0.7006218887706317,0.694888178913738,0.6923937571704479,1252.0,,weighted avg
