Class,precision,recall,f1-score,support,accuracy,category_name
0,0.6666666666666666,0.6428571428571429,0.6545454545454545,28.0,0.6428571428571429,Mapping
1,0.5454545454545454,0.8181818181818182,0.6545454545454545,22.0,0.8181818181818182,eCommerce
2,0.65,0.5909090909090909,0.6190476190476191,22.0,0.5909090909090909,Messaging
3,0.5384615384615384,0.6363636363636364,0.5833333333333334,22.0,0.6363636363636364,Tools
4,0.8636363636363636,0.8636363636363636,0.8636363636363636,22.0,0.8636363636363636,Payments
5,0.92,0.92,0.92,25.0,0.92,Enterprise
6,0.8636363636363636,0.95,0.9047619047619048,20.0,0.95,Government
7,0.6538461538461539,0.68,0.6666666666666666,25.0,0.68,Financial
8,0.5,0.36,0.41860465116279066,25.0,0.36,Social
9,0.6521739130434783,0.6,0.6250000000000001,25.0,0.6,Science
10,0.9473684210526315,0.9,0.9230769230769231,20.0,0.9,Telephony
11,0.7307692307692307,0.76,0.7450980392156863,25.0,0.76,Transportation
12,0.8620689655172413,0.8928571428571429,0.8771929824561403,28.0,0.8928571428571429,Sports
13,0.34615384615384615,0.3,0.32142857142857145,30.0,0.3,Security
14,0.8235294117647058,0.7,0.7567567567567567,20.0,0.7,Email
15,0.9444444444444444,0.7727272727272727,0.85,22.0,0.7727272727272727,Search
16,0.9,0.9,0.9,20.0,0.9,Travel
17,0.7647058823529411,0.43333333333333335,0.5531914893617021,30.0,0.43333333333333335,Reference
18,0.76,0.76,0.76,25.0,0.76,Advertising
19,0.6857142857142857,0.8,0.7384615384615385,30.0,0.8,Video
20,0.7894736842105263,0.75,0.7692307692307692,20.0,0.75,Data
21,0.75,0.8181818181818182,0.7826086956521738,22.0,0.8181818181818182,Bitcoin
22,0.7,0.7,0.7,30.0,0.7,Games
23,0.7058823529411765,0.6,0.6486486486486486,20.0,0.6,Project Management
24,0.8888888888888888,0.7272727272727273,0.7999999999999999,22.0,0.7272727272727273,Education
25,0.76,0.6333333333333333,0.6909090909090909,30.0,0.6333333333333333,Database
26,0.8,0.96,0.8727272727272728,25.0,0.96,Cloud
27,0.9444444444444444,0.85,0.8947368421052632,20.0,0.85,Music
28,0.7083333333333334,0.85,0.7727272727272727,20.0,0.85,Photos
29,0.42857142857142855,0.24,0.30769230769230765,25.0,0.24,Other
30,0.6666666666666666,0.8,0.7272727272727272,30.0,0.8,Stocks
31,0.6896551724137931,0.8,0.7407407407407408,25.0,0.8,Application Development
32,0.9090909090909091,0.8,0.8510638297872342,25.0,0.8,Internet of Things
33,0.9473684210526315,0.9,0.9230769230769231,20.0,0.9,Banking
34,0.4827586206896552,0.5,0.49122807017543857,28.0,0.5,Backend
35,0.7352941176470589,0.8333333333333334,0.78125,30.0,0.8333333333333334,Medical
36,0.38095238095238093,0.2857142857142857,0.32653061224489793,28.0,0.2857142857142857,Shipping
37,0.7307692307692307,0.6785714285714286,0.7037037037037038,28.0,0.6785714285714286,Weather
38,0.8260869565217391,0.8636363636363636,0.8444444444444444,22.0,0.8636363636363636,Events
39,0.5263157894736842,0.6666666666666666,0.5882352941176471,30.0,0.6666666666666666,Analytics
40,0.8387096774193549,0.9285714285714286,0.8813559322033899,28.0,0.9285714285714286,Storage
41,0.9166666666666666,1.0,0.9565217391304348,22.0,1.0,Media
42,0.8181818181818182,0.9,0.8571428571428572,20.0,0.9,Office
43,0.6571428571428571,0.7666666666666667,0.7076923076923077,30.0,0.7666666666666667,Chat
44,0.43478260869565216,0.3333333333333333,0.3773584905660377,30.0,0.3333333333333333,News Services
45,0.7931034482758621,0.8214285714285714,0.8070175438596492,28.0,0.8214285714285714,Entertainment
46,0.8518518518518519,0.8214285714285714,0.8363636363636364,28.0,0.8214285714285714,Real Estate
47,0.7241379310344828,0.75,0.736842105263158,28.0,0.75,Images
48,0.9130434782608695,0.9545454545454546,0.9333333333333332,22.0,0.9545454545454546,File Sharing
49,0.5897435897435898,0.7666666666666667,0.6666666666666667,30.0,0.7666666666666667,Domains
accuracy,0.7212460063897763,0.7212460063897763,0.7212460063897763,0.7212460063897763,,accuracy
macro avg,0.7305309271490998,0.731604329004329,0.7262493921186985,1252.0,,macro avg
weighted avg,0.7194394357617927,0.7212460063897763,0.7153396195816255,1252.0,,weighted avg
